name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug,twitter_id
Strayer University-Virginia,30%,"$49,200 USD",29:1,52%,"$25,612 USD",,,,"Arlington, Virginia",,,7974,Strayer-University-Virginia,
Strayer University-Texas,,"$49,200 USD",18:1,55%,"$25,900 USD",,,,"Austin, Texas",,,8408,Strayer-University-Texas,
Strayer University-Tennessee,0%,"$49,200 USD",24:1,56%,"$25,495 USD",,,,"Memphis, Tennessee",,,8013,Strayer-University-Tennessee,
Strayer University-South Carolina,0%,"$49,200 USD",34:1,88%,"$25,434 USD",,,,"Greenville, South Carolina",,,8407,Strayer-University-South-Carolina,
Strayer University-Pennsylvania,36%,"$49,200 USD",19:1,50%,"$25,156 USD",,,,"Trevose, Pennsylvania",,,8014,Strayer-University-Pennsylvania,
Strayer University-North Carolina,33%,"$49,200 USD",27:1,86%,"$26,271 USD",,,,"Morrisville, North Carolina",,,8031,Strayer-University-North-Carolina,
Strayer University-New Jersey,,"$49,200 USD",18:1,29%,"$25,614 USD",,,,"Cherry Hill, New Jersey",,,8032,Strayer-University-New-Jersey,
Strayer University-Mississippi,,"$49,200 USD",11:1,,,,,,"Jackson, Mississippi",,,8406,Strayer-University-Mississippi,
Strayer University-Maryland,21%,"$49,200 USD",27:1,57%,"$25,017 USD",,,,"Suitland, Maryland",,,7999,Strayer-University-Maryland,
Strayer University-Louisiana,,"$51,700 USD",10:1,100%,"$27,360 USD",,,,"Metairie, Louisiana",,,8405,Strayer-University-Louisiana,
Strayer University-Global Region,0%,"$49,200 USD",9:1,86%,"$25,795 USD",,,,"Washington, District of Columbia",,,8499,Strayer-University-Global-Region,
Strayer University-Georgia,0%,"$49,200 USD",27:1,60%,"$25,818 USD",,,,"Atlanta, Georgia",,,8404,Strayer-University-Georgia,
Strayer University-Florida,33%,"$49,200 USD",11:1,73%,"$25,595 USD",,,,"Tampa, Florida",,,8018,Strayer-University-Florida,
Strayer University-District of Columbia,18%,"$49,200 USD",21:1,38%,"$26,210 USD",,,,"Washington, District of Columbia",,,810,Strayer-University-District-of-Columbia,
Strayer University-Delaware,,"$49,200 USD",23:1,100%,"$24,117 USD",,,,"Newark, Delaware",,,8023,Strayer-University-Delaware,
Strayer University-Arkansas,,"$49,200 USD",8:1,100%,"$23,814 USD",,,,"Little Rock, Arkansas",,,8403,Strayer-University-Arkansas,
Strayer University-Alabama,,"$49,200 USD",23:1,60%,"$28,979 USD",,,,"Birmingham, Alabama",,,8024,Strayer-University-Alabama,
Stratford University,0%,"$33,600 USD",9:1,30%,"$22,509 USD",,,,"Fairfax, Virginia",,,6080,Stratford-University,
Stony Brook University,66%,"$55,000 USD",17:1,76%,"$13,503 USD",155,41.0%,1865,"Stony Brook, New York",1865,"25,272",2962,Stony-Brook-University,
Stonehill College,85%,"$58,500 USD",12:1,98%,"$29,370 USD",139,75.2%,1695,"Easton, Massachusetts",1695,"2,400",2003,Stonehill-College,
Stockton University,65%,"$46,700 USD",17:1,85%,"$14,980 USD",409,64.4%,1600,"Galloway, New Jersey",1600,"8,674",2638,Stockton-University,
Stillman College,26%,"$25,700 USD",15:1,80%,"$16,414 USD",,56.6%,1200,"Tuscaloosa, Alabama",1200,895,57,Stillman-College,
Stevenson University,56%,"$50,300 USD",14:1,98%,"$26,681 USD",487,59.7%,1505,"Stevenson, Maryland",1505,"4,185",1867,Stevenson-University,
Stevens-The Institute of Business & Arts,,"$26,300 USD",12:1,75%,"$13,993 USD",,,,"Saint Louis, Missouri",,,2381,Stevens-The-Institute-of-Business-And-Arts,
Stevens-Henager College-West Haven,100%,"$28,500 USD",18:1,96%,"$26,403 USD",214,,,"West Haven, Utah",,,4316,Stevens-Henager-College-West-Haven,
Stevens-Henager College-St. George,,"$28,500 USD",21:1,93%,"$23,918 USD",,,,"St. George, Utah",,,8866,Stevens-Henager-College-St-George,
Stevens-Henager College-Orem,35%,"$28,500 USD",16:1,95%,"$23,284 USD",,,,"Orem, Utah",,,4317,Stevens-Henager-College-Orem,
Stevens-Henager College-Murray,63%,"$28,500 USD",27:1,95%,"$26,456 USD",,,,"Murray, Utah",,,6067,Stevens-Henager-College-Murray,
Stevens-Henager College-Logan,23%,"$28,500 USD",12:1,100%,"$26,175 USD",,,,"Logan, Utah",,,6690,Stevens-Henager-College-Logan,
Stevens-Henager College-Idaho Falls,,"$24,000 USD",9:1,100%,"$25,188 USD",,,,"Idaho Falls, Idaho",,,8807,Stevens-Henager-College-Idaho-Falls,
Stevens-Henager College-Boise,45%,"$28,500 USD",16:1,100%,"$22,461 USD",,,,"Boise, Idaho",,,8567,Stevens-Henager-College-Boise,
Stevens Institute of Technology,79%,"$83,700 USD",10:1,99%,"$34,935 USD",98,43.6%,1998,"Hoboken, New Jersey",1998,"6,359",2637,Stevens-Institute-of-Technology,
Stetson University,64%,"$41,600 USD",13:1,100%,"$24,787 USD",,63.5%,1730,"Deland, Florida",1730,"4,330",945,Stetson-University,
Sterling College-Craftsbury Common,31%,,6:1,100%,"$21,008 USD",,69.5%,,"Craftsbury Common, Vermont",,117,4343,Sterling-College-Craftsbury-Common,
Sterling College,42%,"$30,000 USD",12:1,100%,"$17,909 USD",,41.4%,1387,"Sterling, Kansas",1387,704,1576,Sterling-College,
Stephens College,59%,"$33,300 USD",10:1,100%,"$23,075 USD",,67.8%,1590,"Columbia, Missouri",1590,901,2409,Stephens-College,
Stephen F Austin State University,43%,"$39,100 USD",19:1,84%,"$14,333 USD",,61.6%,1492,"Nacogdoches, Texas",1492,"12,606",4234,Stephen-F-Austin-State-University,
State University of New York at New Paltz,70%,"$43,600 USD",15:1,91%,"$13,813 USD",215,41.5%,1667,"New Paltz, New York",1667,"7,751",2970,State-University-of-New-York-at-New-Paltz,
State College of Florida-Manatee-Sarasota,,"$29,200 USD",22:1,75%,"$11,408 USD",,,,"Bradenton, Florida",,,890,State-College-of-Florida-Manatee-Sarasota,
Stanford University,96%,"$86,000 USD",11:1,68%,"$19,245 USD",5,5.0%,2220,"Stanford, California",2220,"16,980",4754,Stanford-University,
Stanbridge College,,,15:1,81%,"$21,256 USD",,78.7%,,"Irvine, California",,"1,134",6680,Stanbridge-College,
St. Thomas Aquinas College,51%,"$45,700 USD",15:1,97%,"$19,313 USD",,78.9%,1400,"Sparkill, New York",1400,"1,836",2927,St-Thomas-Aquinas-College,
St. John's College-Department of Nursing,,,8:1,,,,,,"Springfield, Illinois",,,1281,St-John-s-College-Department-of-Nursing,
St. John's College,54%,"$27,600 USD",8:1,97%,"$25,958 USD",,81.4%,,"Santa Fe, New Mexico",,390,4780,St-John-s-College,
St. Gregory's University,23%,"$40,400 USD",11:1,83%,"$16,549 USD",,61.3%,1337,"Shawnee, Oklahoma",1337,650,3470,St-Gregory-s-University,
St Vincent's College,,"$61,800 USD",10:1,100%,"$14,786 USD",,85.3%,1342,"Bridgeport, Connecticut",1342,675,775,St-Vincent-s-College,
St Thomas University,38%,"$44,600 USD",12:1,95%,"$21,033 USD",,48.9%,1375,"Miami Gardens, Florida",1375,"4,918",943,St-Thomas-University,
St Petersburg College,,"$31,400 USD",22:1,75%,"$10,933 USD",,,,"Clearwater, Florida",,,932,St-Petersburg-College,
St Olaf College,87%,"$45,000 USD",12:1,92%,"$26,183 USD",70,36.0%,1912,"Northfield, Minnesota",1912,"3,046",2219,St-Olaf-College,
St Mary's University,55%,"$45,600 USD",11:1,99%,"$17,164 USD",,55.2%,1545,"San Antonio, Texas",1545,"3,625",4222,St-Mary-s-University,
St Mary's College of Maryland,79%,"$47,700 USD",10:1,90%,"$20,087 USD",195,78.8%,1717,"St. Mary's City, Maryland",1717,"1,735",1857,St-Mary-s-College-of-Maryland,
St Luke's College,,"$46,400 USD",5:1,100%,"$22,884 USD",,80.0%,,"Sioux City, Iowa",,244,1490,St-Luke-s-College,
St Louis College of Pharmacy,,"$115,800 USD",9:1,100%,"$29,136 USD",,68.1%,1714,"Saint Louis, Missouri",1714,"1,389",8969,St-Louis-College-of-Pharmacy,
St Lawrence University,80%,"$45,500 USD",11:1,96%,"$31,010 USD",138,46.2%,1725,"Canton, New York",1725,"2,472",2925,St-Lawrence-University,
St John's University-New York,55%,"$52,700 USD",17:1,98%,"$27,390 USD",,64.9%,1605,"Queens, New York",1605,"20,877",2947,St-John-s-University-New-York,
St John's College,67%,"$35,200 USD",7:1,99%,"$29,090 USD",,78.3%,1985,"Annapolis, Maryland",1985,451,1859,St-John-s-College,
St Francis College,52%,"$47,200 USD",17:1,98%,"$16,489 USD",,78.8%,1360,"Brooklyn Heights, New York",1360,"2,672",2923,St-Francis-College,
St Catherine University,61%,"$45,000 USD",10:1,99%,"$23,614 USD",,67.4%,1601,"Saint Paul, Minnesota",1601,"4,961",2225,St-Catherine-University,
St Bonaventure University,67%,"$44,100 USD",11:1,99%,"$22,765 USD",302,66.0%,1547,"Saint Bonaventure, New York",1547,"1,992",2922,St-Bonaventure-University,
St Andrews University,46%,"$34,800 USD",14:1,99%,"$24,652 USD",,57.3%,1365,"Laurinburg, North Carolina",1365,645,3134,St-Andrews-University,
Springfield College-School of Professional and Continuing Studies,,"$43,800 USD",12:1,,,,,,"Springfield, Massachusetts",,,8835,Springfield-College-School-of-Professional-and-Continuing-Studies,
Springfield College,69%,"$43,800 USD",12:1,97%,"$27,792 USD",324,64.2%,1552,"Springfield, Massachusetts",1552,"3,241",2000,Springfield-College,
Spring Hill College,56%,"$42,800 USD",14:1,100%,"$20,376 USD",219,41.3%,1642,"Mobile, Alabama",1642,"1,479",55,Spring-Hill-College,
Spring Arbor University,57%,"$38,100 USD",11:1,99%,"$18,634 USD",,68.9%,1668,"Spring Arbor, Michigan",1668,"3,401",2120,Spring-Arbor-University,
Spencerian College-Louisville,,"$31,600 USD",7:1,68%,"$24,895 USD",,,,"Louisville, Kentucky",,,8964,Spencerian-College-Louisville,
Spelman College,68%,"$46,000 USD",10:1,95%,"$31,986 USD",432,48.3%,1530,"Atlanta, Georgia",1530,"2,144",1068,Spelman-College,
Spartan College of Aeronautics and Technology,43%,"$39,300 USD",11:1,73%,"$24,272 USD",,,1350,"Tulsa, Oklahoma",1350,,3446,Spartan-College-of-Aeronautics-and-Technology,
Spalding University,40%,"$41,700 USD",14:1,99%,"$17,816 USD",,50.1%,,"Louisville, Kentucky",,"2,202",1653,Spalding-University,
Southwestern University,70%,"$47,400 USD",12:1,100%,"$25,345 USD",157,44.2%,1732,"Georgetown, Texas",1732,"1,515",4233,Southwestern-University,
Southwestern Oklahoma State University,30%,"$37,200 USD",18:1,93%,"$11,394 USD",,91.6%,,"Weatherford, Oklahoma",,"5,113",3478,Southwestern-Oklahoma-State-University,
Southwestern College-Winfield,53%,"$45,800 USD",8:1,91%,"$23,671 USD",,91.2%,1455,"Winfield, Kansas",1455,"1,471",1575,Southwestern-College-Winfield,
Southwestern Christian University,47%,"$28,500 USD",13:1,100%,"$11,853 USD",,48.2%,1500,"Bethany, Oklahoma",1500,746,3477,Southwestern-Christian-University,
Southwestern Christian College,,"$20,100 USD",15:1,98%,"$9,403 USD",,,,"Terrell, Texas",,,4238,Southwestern-Christian-College,
Southwestern Assemblies of God University,33%,"$31,500 USD",14:1,96%,"$24,139 USD",,28.0%,1387,"Waxahachie, Texas",1387,"1,974",4232,Southwestern-Assemblies-of-God-University,
Southwestern Adventist University,38%,"$38,600 USD",11:1,97%,"$19,558 USD",,48.5%,1170,"Keene, Texas",1170,789,4236,Southwestern-Adventist-University,
Southwest University of Visual Arts-Tucson,33%,"$27,200 USD",7:1,95%,"$33,605 USD",,,1408,"Tucson, Arizona",1408,,89,Southwest-University-of-Visual-Arts-Tucson,
Southwest University of Visual Arts-Albuquerque,84%,"$27,200 USD",6:1,94%,"$37,389 USD",,,1360,"Albuquerque, New Mexico",1360,,5375,Southwest-University-of-Visual-Arts-Albuquerque,
Southwest University at El Paso,,,17:1,95%,"$16,735 USD",,,,"El Paso, Texas",,,7433,Southwest-University-at-El-Paso,
Southwest Minnesota State University,43%,"$36,200 USD",28:1,94%,"$14,838 USD",,64.0%,1342,"Marshall, Minnesota",1342,"7,276",2228,Southwest-Minnesota-State-University,
Southwest Baptist University,48%,"$31,900 USD",15:1,82%,"$15,708 USD",,90.5%,1417,"Bolivar, Missouri",1417,"3,701",2403,Southwest-Baptist-University,
Southern Wesleyan University,43%,"$40,900 USD",18:1,98%,"$15,921 USD",,62.2%,1374,"Central, South Carolina",1374,"1,736",3875,Southern-Wesleyan-University,
Southern Virginia University,33%,"$31,300 USD",16:1,99%,"$21,901 USD",,38.3%,1525,"Buena Vista, Virginia",1525,732,4422,Southern-Virginia-University,
Southern Vermont College,28%,"$34,800 USD",14:1,100%,"$19,984 USD",,63.1%,1320,"Bennington, Vermont",1320,475,4342,Southern-Vermont-College,
Southern Utah University,41%,"$38,100 USD",18:1,93%,"$14,429 USD",,72.1%,1535,"Cedar City, Utah",1535,"8,881",4315,Southern-Utah-University,
Southern University at New Orleans,11%,"$29,200 USD",15:1,86%,"$7,685 USD",,21.4%,1097,"New Orleans, Louisiana",1097,"2,792",1753,Southern-University-at-New-Orleans,
Southern University and A&M College,32%,"$33,100 USD",24:1,98%,"$11,922 USD",,78.6%,1375,"Baton Rouge, Louisiana",1375,"6,401",1752,Southern-University-and-A-And-M-College,
Southern Technical College-Fort Myers,100%,"$24,600 USD",12:1,90%,"$15,554 USD",311,,,"Fort Myers, Florida",,,4993,Southern-Technical-College-Fort-Myers,
Southern Polytechnic State University,37%,"$52,400 USD",21:1,91%,"$11,692 USD",,79.1%,1710,"Marietta, Georgia",1710,,1069,Southern-Polytechnic-State-University,
Southern Oregon University,37%,"$36,800 USD",23:1,79%,"$15,004 USD",,95.2%,1530,"Ashland, Oregon",1530,"6,088",3543,Southern-Oregon-University,
Southern New Hampshire University,55%,"$41,900 USD",30:1,90%,"$34,256 USD",,91.7%,1445,"Manchester, New Hampshire",1445,"61,285",2528,Southern-New-Hampshire-University,
Southern Nazarene University,47%,"$45,800 USD",14:1,99%,"$15,866 USD",,,,"Bethany, Oklahoma",,,3428,Southern-Nazarene-University,
Southern Methodist University,79%,"$54,600 USD",11:1,73%,"$36,602 USD",137,49.0%,1960,"Dallas, Texas",1960,"11,643",4228,Southern-Methodist-University,
Southern Illinois University-Edwardsville,50%,"$39,800 USD",19:1,93%,"$15,859 USD",,88.2%,1541,"Edwardsville, Illinois",1541,"14,265",1300,Southern-Illinois-University-Edwardsville,
Southern Illinois University-Carbondale,44%,"$41,200 USD",15:1,92%,"$15,595 USD",,80.6%,1605,"Carbondale, Illinois",1605,"17,292",1299,Southern-Illinois-University-Carbondale,
Southern Connecticut State University,49%,"$40,700 USD",14:1,85%,"$13,741 USD",,64.6%,1385,"New Haven, Connecticut",1385,"10,473",776,Southern-Connecticut-State-University,
Southern California University of Health Sciences,,,11:1,100%,"$13,400 USD",,,,"Whittier, California",,,8958,Southern-California-University-of-Health-Sciences,
Southern California Seminary,0%,,9:1,100%,"$31,678 USD",,,,"El Cajon, California",,,425,Southern-California-Seminary,
Southern California Institute of Technology,66%,"$28,300 USD",20:1,99%,"$24,591 USD",,,,"Anaheim, California",,,5364,Southern-California-Institute-of-Technology,
Southern California Institute of Architecture,64%,"$46,500 USD",15:1,18%,"$48,730 USD",,73.4%,1627,"Los Angeles, California",1627,502,614,Southern-California-Institute-of-Architecture,
Southern Arkansas University Main Campus,30%,"$34,000 USD",17:1,98%,"$11,369 USD",,67.5%,1417,"Magnolia, Arkansas",1417,"4,095",206,Southern-Arkansas-University-Main-Campus,
Southern Adventist University,54%,"$37,000 USD",15:1,99%,"$20,614 USD",,,1575,"Collegedale, Tennessee",1575,,4047,Southern-Adventist-University,
Southeastern University,38%,"$32,000 USD",20:1,95%,"$21,342 USD",,46.5%,1430,"Lakeland, Florida",1430,"4,538",946,Southeastern-University,
Southeastern Oklahoma State University,31%,"$34,100 USD",17:1,94%,"$8,020 USD",,72.2%,,"Durant, Oklahoma",,"3,754",3476,Southeastern-Oklahoma-State-University,
Southeastern Louisiana University,36%,"$34,800 USD",22:1,94%,"$9,611 USD",,88.0%,,"Hammond, Louisiana",,"14,581",1751,Southeastern-Louisiana-University,
Southeastern Bible College,24%,"$30,300 USD",8:1,100%,"$12,703 USD",,100.0%,1745,"Birmingham, Alabama",1745,151,56,Southeastern-Bible-College,
Southeastern Baptist Theological Seminary,53%,,20:1,34%,"$6,561 USD",,98.4%,1590,"Wake Forest, North Carolina",1590,"2,742",8842,Southeastern-Baptist-Theological-Seminary,
Southeastern Baptist College,33%,"$21,400 USD",6:1,89%,"$4,755 USD",,,,"Laurel, Mississippi",,,2277,Southeastern-Baptist-College,
Southeast Missouri State University,49%,"$35,900 USD",21:1,94%,"$11,566 USD",,84.3%,1566,"Cape Girardeau, Missouri",1566,"11,987",2410,Southeast-Missouri-State-University,
Southeast Missouri Hospital College of Nursing and Health Sciences,,"$49,000 USD",7:1,100%,"$20,284 USD",,,,"Cape Girardeau, Missouri",,,36502,Southeast-Missouri-Hospital-College-of-Nursing-and-Health-Sciences,
South University-West Palm Beach,12%,"$28,800 USD",17:1,97%,"$22,606 USD",,,,"Royal Palm Beach, Florida",,,836,South-University-West-Palm-Beach,
South University-Virginia Beach,,"$28,800 USD",10:1,86%,"$25,018 USD",,,,"Virginia Beach, Virginia",,,8435,South-University-Virginia-Beach,
South University-The Art Institute of Fort Worth,,"$28,800 USD",12:1,100%,"$24,023 USD",,,,"Fort Worth, Texas",,,8753,South-University-The-Art-Institute-of-Fort-Worth,
South University-The Art Institute of Dallas,27%,"$28,800 USD",20:1,95%,"$24,336 USD",,,,"Dallas, Texas",,,4132,South-University-The-Art-Institute-of-Dallas,
South University-Tampa,4%,"$28,800 USD",12:1,97%,"$22,818 USD",,,,"Tampa, Florida",,,6967,South-University-Tampa,
South University-Savannah Online,1%,"$28,800 USD",33:1,82%,"$25,175 USD",,,,"Savannah, Georgia",,,8824,South-University-Savannah-Online,
South University-Savannah,9%,"$28,800 USD",14:1,95%,"$23,977 USD",,,,"Savannah, Georgia",,,1013,South-University-Savannah,
South University-Richmond,,"$28,800 USD",13:1,96%,"$24,473 USD",,,,"Glen Allen, Virginia",,,8434,South-University-Richmond,
South University-Novi,,"$28,800 USD",11:1,88%,"$22,462 USD",,,,"Novi, Michigan",,,8754,South-University-Novi,
South University-Montgomery,5%,"$28,800 USD",13:1,100%,"$21,152 USD",,,,"Montgomery, Alabama",,,16,South-University-Montgomery,
South University-High Point,,,12:1,94%,"$23,756 USD",,,,"High Point, North Carolina",,,8908,South-University-High-Point,
South University-Columbia,7%,"$28,800 USD",14:1,95%,"$21,494 USD",,,,"Columbia, South Carolina",,,4862,South-University-Columbia,
South University-Cleveland,,"$28,800 USD",12:1,100%,"$23,877 USD",,,,"Cleveland, Ohio",,,8886,South-University-Cleveland,
South University-Austin,,"$28,800 USD",11:1,78%,"$24,283 USD",,,,"Austin, Texas",,,8885,South-University-Austin,
South Texas College,100%,"$27,800 USD",24:1,89%,"$1,306 USD",,,,"Mcallen, Texas",,,5495,South-Texas-College,
South Seattle College,,"$33,400 USD",15:1,78%,"$7,716 USD",,,,"Seattle, Washington",,,4506,South-Seattle-College,
South Georgia State College,,,27:1,93%,"$8,365 USD",,,,"Douglas, Georgia",,,8950,South-Georgia-State-College,
South Florida State College,,"$27,700 USD",17:1,96%,"$5,291 USD",,,,"Avon Park, Florida",,,941,South-Florida-State-College,
South Florida Bible College and Theological Seminary,,,10:1,22%,"$12,080 USD",,,,"Deerfield Beach, Florida",,,7983,South-Florida-Bible-College-and-Theological-Seminary,
South Dakota State University,57%,"$40,700 USD",17:1,92%,"$20,891 USD",,91.7%,1545,"Brookings, South Dakota",1545,"12,576",3952,South-Dakota-State-University,
South Dakota School of Mines and Technology,45%,"$50,600 USD",15:1,92%,"$17,925 USD",,84.2%,1762,"Rapid City, South Dakota",1762,"3,230",3951,South-Dakota-School-of-Mines-and-Technology,
South College-Asheville,,"$21,400 USD",8:1,92%,"$27,113 USD",,100.0%,,"Asheville, North Carolina",,352,3044,South-College-Asheville,
South College,30%,"$22,700 USD",13:1,93%,"$26,837 USD",,,,"Knoxville, Tennessee",,,4001,South-College,
South Carolina State University,36%,"$28,900 USD",17:1,99%,"$18,588 USD",,94.9%,1140,"Orangeburg, South Carolina",1140,"3,054",3919,South-Carolina-State-University,
South Baylo University,,"$23,900 USD",15:1,,,,,,"Anaheim, California",,,605,South-Baylo-University,
Sonoma State University,54%,"$44,400 USD",25:1,74%,"$15,585 USD",,76.6%,1485,"Rohnert Park, California",1485,"9,408",603,Sonoma-State-University,
Soka University of America,84%,,8:1,100%,"$12,295 USD",78,46.1%,1830,"Aliso Viejo, California",1830,444,5365,Soka-University-of-America,
Sojourner-Douglass College,22%,"$33,200 USD",,,,,,,"Baltimore, Maryland",,,1858,Sojourner-Douglass-College,
Sofia University,,,12:1,,,,,,"Palo Alto, California",,,279,Sofia-University,
Snow College,,"$27,900 USD",20:1,86%,"$10,622 USD",,,,"Ephraim, Utah",,,4314,Snow-College,
Smith College,86%,"$44,400 USD",9:1,72%,"$26,318 USD",114,37.9%,1925,"Northampton, Massachusetts",1925,"2,874",1998,Smith-College,
Slippery Rock University of Pennsylvania,63%,"$38,900 USD",22:1,91%,"$16,021 USD",,68.4%,1465,"Slippery Rock, Pennsylvania",1465,"8,611",3804,Slippery-Rock-University-of-Pennsylvania,
Skyline College-Roanoke,33%,"$28,000 USD",2:1,100%,"$17,365 USD",,,,"Roanoke, Virginia",,,4892,Skyline-College-Roanoke,
Skidmore College,86%,"$43,000 USD",8:1,58%,"$24,038 USD",81,36.5%,1841,"Saratoga Springs, New York",1841,"2,642",2935,Skidmore-College,
Skagit Valley College,,"$31,200 USD",15:1,60%,"$8,765 USD",,,,"Mount Vernon, Washington",,,8975,Skagit-Valley-College,
Sitting Bull College,,"$17,300 USD",8:1,98%,"$1,494 USD",,,,"Fort Yates, North Dakota",,,3177,Sitting-Bull-College,
Sinte Gleska University,0%,"$17,800 USD",12:1,91%,"$13,911 USD",,,,"Mission, South Dakota",,,3953,Sinte-Gleska-University,
Simpson University,47%,"$33,600 USD",9:1,100%,"$20,110 USD",,51.5%,1486,"Redding, California",1486,"1,162",596,Simpson-University,
Simpson College,65%,"$43,500 USD",12:1,100%,"$22,474 USD",383,89.5%,1635,"Indianola, Iowa",1635,"1,690",1493,Simpson-College,
Simmons College of Kentucky,,,8:1,17%,$698 USD,,,,"Louisville, Kentucky",,,8650,Simmons-College-of-Kentucky,
Simmons College,71%,"$50,700 USD",7:1,99%,"$30,232 USD",227,57.6%,1730,"Boston, Massachusetts",1730,"5,662",1996,Simmons-College,
Silver Lake College of the Holy Family,37%,"$37,800 USD",8:1,98%,"$20,215 USD",,47.2%,,"Manitowoc, Wisconsin",,522,4628,Silver-Lake-College-of-the-Holy-Family,
Sierra Nevada College,55%,"$43,700 USD",12:1,98%,"$27,681 USD",,65.7%,1477,"Incline Village, Nevada",1477,"1,044",2506,Sierra-Nevada-College,
Siena Heights University,43%,"$38,600 USD",12:1,100%,"$17,574 USD",,77.5%,1447,"Adrian, Michigan",1447,"2,707",2116,Siena-Heights-University,
Siena College,80%,"$54,200 USD",12:1,99%,"$25,116 USD",168,76.0%,1680,"Loudonville, New York",1680,"3,176",2933,Siena-College,
Shorter University-College of Adult & Professional Programs,29%,"$43,600 USD",22:1,100%,"$18,773 USD",,,,"Marietta, Georgia",,,6828,Shorter-University-College-of-Adult-And-Professional-Programs,
Shorter University,46%,"$43,600 USD",15:1,99%,"$17,029 USD",,62.9%,1415,"Rome, Georgia",1415,"1,472",1064,Shorter-University,
Shippensburg University of Pennsylvania,55%,"$44,600 USD",20:1,87%,"$17,605 USD",,89.1%,1445,"Shippensburg, Pennsylvania",1445,"7,048",3803,Shippensburg-University-of-Pennsylvania,
Shimer College,60%,,8:1,100%,"$25,964 USD",,61.2%,,"Chicago, Illinois",,79,1287,Shimer-College,
Shiloh University,,,,,,,,,"Kalona, Iowa",,,8893,Shiloh-University,
Shepherds Theological Seminary,,,,,,,,,"Cary, North Carolina",,,8623,Shepherds-Theological-Seminary,
Shepherd University-Shepherdstown,38%,"$37,600 USD",15:1,90%,"$9,092 USD",,89.9%,1472,"Shepherdstown, West Virginia",1472,"3,861",4565,Shepherd-University-Shepherdstown,
Shepherd University-Los Angeles,35%,,8:1,92%,"$29,619 USD",,,,"Los Angeles, California",,,36542,Shepherd-University-Los-Angeles,
Shenandoah University,45%,"$39,400 USD",10:1,100%,"$28,522 USD",,82.0%,1471,"Winchester, Virginia",1471,"3,820",4421,Shenandoah-University,
Shawnee State University,24%,"$32,700 USD",17:1,93%,"$13,945 USD",,,,"Portsmouth, Ohio",,,3376,Shawnee-State-University,
Shaw University,30%,"$26,400 USD",14:1,100%,"$18,762 USD",,60.5%,1120,"Raleigh, North Carolina",1120,"1,646",3132,Shaw-University,
Shasta Bible College and Graduate School,0%,,5:1,100%,"$15,957 USD",,,,"Redding, California",,,590,Shasta-Bible-College-and-Graduate-School,
Sh'or Yoshuv Rabbinical College,45%,,6:1,82%,"$6,592 USD",,30.2%,,"Lawrence, New York",,152,2932,Sh-or-Yoshuv-Rabbinical-College,
Sewanee-The University of the South,78%,"$40,600 USD",10:1,85%,"$29,239 USD",184,40.6%,1850,"Sewanee, Tennessee",1850,"1,797",4039,Sewanee-The-University-of-the-South,
Seton Hill University,61%,"$35,900 USD",14:1,100%,"$22,784 USD",,76.4%,1530,"Greensburg, Pennsylvania",1530,"2,359",3797,Seton-Hill-University,
Seton Hall University,64%,"$53,800 USD",13:1,98%,"$27,404 USD",395,76.2%,1717,"South Orange, New Jersey",1717,"9,824",2632,Seton-Hall-University,
Sentara College of Health Sciences,,"$49,600 USD",6:1,,,,,,"Chesapeake, Virginia",,,4398,Sentara-College-of-Health-Sciences,
Seminole State College of Florida,,"$31,600 USD",29:1,80%,"$8,085 USD",,,,"Sanford, Florida",,,937,Seminole-State-College-of-Florida,
Selma University,11%,,12:1,100%,"$11,666 USD",,,,"Selma, Alabama",,,7346,Selma-University,
Seattle University,77%,"$55,800 USD",11:1,93%,"$35,261 USD",280,73.0%,1750,"Seattle, Washington",1750,"7,405",4511,Seattle-University,
Seattle Pacific University,69%,"$45,000 USD",15:1,99%,"$27,134 USD",499,81.6%,1702,"Seattle, Washington",1702,"4,204",4510,Seattle-Pacific-University,
Seattle Central College,,"$30,800 USD",14:1,65%,"$3,783 USD",,,,"Seattle, Washington",,,4507,Seattle-Central-College,
Scripps College,84%,"$47,800 USD",10:1,59%,"$35,211 USD",71,27.9%,2055,"Claremont, California",2055,989,587,Scripps-College,
Schreiner University,41%,"$36,400 USD",14:1,99%,"$20,369 USD",,90.1%,1460,"Kerrville, Texas",1460,"1,230",4220,Schreiner-University,
Schoolcraft College,,"$31,000 USD",24:1,61%,"$4,854 USD",,,,"Livonia, Michigan",,,36492,Schoolcraft-College,
School of Visual Arts,65%,"$39,800 USD",9:1,58%,"$41,261 USD",,75.3%,1590,"New York, New York",1590,"4,408",3004,School-of-Visual-Arts,
School of the Museum of Fine Arts-Boston,64%,"$27,300 USD",8:1,100%,"$41,554 USD",,92.1%,1617,"Boston, Massachusetts",1617,492,1968,School-of-the-Museum-of-Fine-Arts-Boston,
School of the Art Institute of Chicago,54%,"$31,900 USD",9:1,93%,"$44,378 USD",,66.5%,1740,"Chicago, Illinois",1740,"3,591",1124,School-of-the-Art-Institute-of-Chicago,
Schiller International University,0%,,10:1,0%,,,,,"Largo, Florida",,,5389,Schiller-International-University,
